name,type,rating,count,address,comment
Ốc Đào,·  · Đồ hải sản,"4,1",(2 N),212B/D48 Nguyễn Trãi,"chỉ là đường vào hơi nhỏ với ôtô, còn không khí ấm  và đồ ăn thì OK"
Khu Ẩm Thực Công Viên Bách Tùng Diệp,· Khu ăn uống,"3,8",-8,120 Nam Kỳ Khởi Nghĩa,"Nếu có dịp, bạn nên ghé thăm và thưởng thức món ăn này."
Dynasty House (Phùng Khắc Khoan),· Nhà hàng,"4,5",-415,40 Phùng Khắc Khoan,"""Thức ăn ngon, phục vụ tận tình
Mức giá ổn so với chất lượng"""
Quán ăn ngon Sài Gòn,·  · Nhà hàng,"4,0",-964,138 Nam Kỳ Khởi Nghĩa,Món ăn đã được thay đổi cho phù hợp với khẩu vị  khách miền Nam.
Bonjour Resto' Nguyễn Trãi,·  · Món ăn Pháp,"4,4",(1 N),"Hẻm, 150/35 Nguyễn Trãi","""Thức ăn vừa miệng
phục vụ chu đáo
giá ổn
 đơn ít món lại"""
Hua Wu Lou - Dimsum Street Chi Nhánh 2 - 83B Bùi Thị Xuân,·  · Nhà hàng,"3,9",-535,83B Bùi Thị Xuân,Nhiều đồ chiên xào nên những ai không quen ăn dầu mỡ sẽ hơi ngán.
Chill Thái,·  · Món ăn Thái Lan,"4,8","(3,5 N)",163 Cô Giang,"Các món ăn đều rất ngon, mang đến hương vị đích  của  Thái."
Nhà hàng Vee Ayy,·  · Nhà hàng,"4,3",-989,345/84 Trần Hưng Đạo,Nhóm mình vừa có dịp đến và thưởng thức món tại nhà hàng.
Ẩm Thực Quê Nhà Quận 3,·  · Món ăn Việt Nam,"4,0","(2,3 N)",28 Phạm Ngọc Thạch, Quê Nhà Quận 3 là một địa điểm  đáng xem xét.
Cơm Niêu Chú Chen - Quận 1,· Nhà hàng cơm,"4,8",-308,283 Nguyễn Trãi,Mọi người nên ghé vào ăn để trải nghiệm  tại đây nháa.
Ẩm Thực Chay An,· Món chay,"4,6",-115,30 Thái Văn Lung,"Thức ăn ở nhà hàng bưng ra bàn vẫn còn nóng, ngon vừa khẩu vị của mình."
Nhà Hàng RIVIA,· Món ăn Việt Nam,"4,2",-694,18 Nguyễn Cư Trinh, đơn đa dạng với nhiều món hải sản tươi ngon và hấp dẫn.
Bếp Nhà Lục Tỉnh,·  · Món ăn Việt Nam,"4,0","(1,8 N)",37 Nam Kỳ Khởi Nghĩa, nam bộ với menu khá đa dạng.
Cháo sườn chú Chen,·  · Món ăn Đài Loan,"4,2",-972,281 Nguyễn Trãi,"đồ ăn ngon , lên món nhanh nhân viên hỗ trợ nhiệt tình vui vẽ hiếu khách"
Gánh - Truly Vietnamese Cuisine,·  · Nhà hàng,"4,5","(1,9 N)",91 Hai Bà Trưng,"Nhân viên thân thiện dễ thương, đồ ăn ngon vừa miệng."
Mỳ Quảng Bà Mua Chi Nhánh Quận 1,·  · Quán mì,"4,6",-390,Hẻm 60A Lê Thị Riêng,Tất cả mọi thứ như mong đợi từ trang trí quán đến đồ ăn và thức uống.
Sushi Cô Bông Quận 1,· Món ăn Nhật Bản,"4,9",-678,27ab Tôn Thất Tùng,Một nơi tuyệt vời để mọi người trải nghiệm  Sushi Nhật !!!
Ẩm Thực Đường Phố,· Phở,"4,1",-20,177 Bùi Viện,
Nhà hàng Tân Hải Vân,·  · Nhà hàng Trung Quốc,"4,3","(3,2 N)",152 Nguyễn Trãi,Đi nhóm ăn nhiều món sẽ có trải nghiệm tốt nhất.
Bún Đậu Cô Khàn,·  · Quán ăn nhỏ,"3,6","(1,2 N)",102/26 Đ. Cống Quỳnh,"Thức ăn ngon, giá ổn, ra món khá nhanh, nhân viên khá nhiệt tình."
Tung's Restaurant - Vietnamese Cuisine & vegetarian Food,·  · Nhà hàng Việt Nam,"4,9","(9,3 N)",230 Đường Lê Thánh Tôn,
Halal food street,· Nhà hàng,"4,5",-22,1 Phan Chu Trinh,
Nhà hàng Trung Hoa SHANG GARDEN DYNASTY,· Nhà hàng,"4,3",-214,1A Tôn Thất Tùng,"Thức ăn ổn , không gian đẹp thích hợp cho gia đình đến ăn."
Bơ by Butterman,·  · Tiệm bánh,"4,7",-335,67 Lê Thị Riêng,Còn về cookie ngoài vị matcha thì những vị khác cũng k ấn tượng lắm.
Gyu Shige,· Nhà hàng,"4,4",-272,183a Nguyễn Thị Minh Khai,"Dịch vụ tốt, thức ăn cũng rất ngon, 10d cho chất lượng 😍"
Moggumeong,· Món thịt nướng Triều Tiên,"4,9","(1,3 N)",Trần Hưng Đạo/95b-97-99 ward,"Ăn no vừa đủ, tầm 600k/2 người – giá hơi cao nhưng trải nghiệm xứng đáng."
Ẩm thực chay Amitaba,· Đồ chay,"4,4",-436,40 Nguyễn Thái Học,Một nhà hàng chay nấu khá ngon với  đơn rất nhiều món.
Dim Tu Tac,·  · Món ăn Quảng Đông,"4,2",(3 N),55 Đông Du,"Thức ăn tạm ổn, không chê cũng không khen."
Li Bai - Authentic Cantonese Restaurant,· Nhà hàng,"4,8",-744,80 Đông Du,Một điểm đến lý tưởng cho trải nghiệm  sang trọng và thoải mái.
Quán Bụi Original,·  · Món ăn Việt Nam,"4,2","(3,7 N)",19 Ngô Văn Năm,Mình nghĩ thức ăn ở đây chế biến hợp khẩu vị.
Hẻm Ăn Vặt 76,·  · Khu ăn uống,"3,8","(1,4 N)",76 Hai Bà Trưng,Thích hợp đi nhóm bạn nhỏ và không quá yêu cầu về hương vị thức ăn.
"Hủ tiếu Sa Đéc & Bánh tằm - DÌ NĂM SA ĐÉC - 166 Bùi Thị Xuân, Quận 1",·  · Nhà hàng,"4,2",-596,166 Bùi Thị Xuân,"Đặc sản của Sa Đéc bao gồm hủ tiếu, công thức nấu, hương vị ngon miệng."
Ăn Cơm Uống Nước - Thai Bistro & Coffee,· Món ăn Thái Lan,"4,4",-932,63/18 Pasteur,"Các món chỉn chu, đẹp hình thức, vị vừa vặn."
Nhà hàng Ý Ciao Vợ Đẹp,·  · Nhà hàng,"4,4",-848,240TER Trần Hưng Đạo,"Cơm ngon, tôi gọi kèm 1 phần khoai nữa, rất tuyệt."
Mạ Quán,· Món ăn Việt Nam,"4,4",-277,151/2 Đồng Khởi,Một nơi rất lý tưởng để giới thiệu  Việt cho bạn bè quốc tế.
Nhà Hàng Bào Ngư Nhất Phẩm,·  · Đồ hải sản,"4,6",-115,174 Lê Lai,"Nhà hàng đẹp nhân viên phục vụ nhiệt tình dể thương, thức ăn ngon miệng."
RuNam d'Or,·  · Món ăn Pháp hiện đại,"4,4",(2 N),3 Công trường Công xã Paris,"Thức ăn rât ngon, trang trí đẹp, nhân viên lich sự, nhạc nhẹ nhàng"
Miya Sushi,·  · Món ăn Nhật Bản,"4,7","(1,3 N)",150/43A Nguyễn Trãi,"Nhà hàng Nhật nhỏ xinh, vị món ăn tươi ngon,  đơn đa dạng món."
Somtam ZAAP,·  · Món ăn Thái Lan,"4,6","(1,5 N)",136 Pasteur,Mọi người đến và trải nghiệm  nhé
HOMIDO,· Món thịt nướng Triều Tiên,"4,9",-796,12 Lê Thánh Tôn,"Thức ăn ngon, trang trí bàn ăn đẹp, bắt mắt, sang trọng."
Marukame Udon,·  · mì udon,"4,2","(2,8 N)",215 Lý Tự Trọng,Được chọn nhiều topping ăn kèm và trứng nước tương cũng rất ngon.
Cháo Sá Sùng Tượng Ký | Ẩm Thực Trung Hoa Quận 1,· Nhà hàng,"4,7",-12,6 Trần Hưng Đạo,"Menu đa dạng nhiều món, 1 quán ăn sáng thích hợp cho gia đình"
Chi Rứa Quán | Nhà Hàng Huế Quận 1,· Nhà hàng,"4,1",-304,15/29 Nguyễn Thị Minh Khai,"Menu  huế: bún mắm nêm, bún huế, bún hến, bánh bột lọc."
Poke Saigon,·  · Món ăn Hawai,"4,8","(2,3 N)","Second floor, 42 Nguyễn Huệ","Nước sốt pha vừa miệng, ăn healthy nhưng vẫn ngon và dễ chịu."
DÊ CHÚ THÒONG | DÊ NGON CỐNG QUỲNH | DÊ NGON QUẬN 1,· Nhà hàng,"5,0",-48,102 Cống Quỳnh,"""Món ngon mà không gian quán cũng đẹp nữa
10/10 hong có nhưng lun"""
Haru Sushi Quận 1,· Món ăn Nhật Bản,"4,4",-425,93 Nguyễn Thái Học,"Quán xinh, đồ ăn ngon nhưng đi ăn về bị trúng  mất mấy ngày."
Ẩm thực Sân vườn Milan,· Nhà hàng,"3,9",-89,19/11 Nguyễn Thị Minh Khai,"Quán sân vườn, thích hợp cho nhóm từ 3 người, chủ quán dễ thương"
Pachi Pachi Nướng Lẩu Nhật Bản,·  · Món ăn Nhật Bản,"4,1",-762,52 Mạc Đĩnh Chi,"Nhân viên nhiệt tình,  phẩm khá tươi, tiếp tục ủng hộ."
TukTuk Thai Bistro,·  · Món ăn Thái Lan,"4,5","(2,1 N)",38 Lý Tự Trọng,"Thức ăn ngon, vừa miệng, chuẩn vị Thái, recommend pad Thai!!"
Kabin,· Món ăn Quảng Đông,"4,8","(1,2 N)",15 Tôn Đức Thắng,"Thức ăn rất ngon ,khung cảnh lãng mạn và rất đẹp mắt về đêm."
San Fu Lou Restaurant AB Tower,·  · Món ăn Quảng Đông,"4,3","(2,2 N)","Tòa nhà AB Tower, 76A Lê Lai",... San Fu Lou mang đến trải nghiệm  Quảng Đông đích .
Phở Hiền 1985 - Nguyễn trãi,·  · Phở,"4,2",-670,269A Nguyễn Trãi,"Quán có menu trên tường, nhưng không ghi giá."
Đậu Homemade - Bún Đậu Mắm Tôm,·  · Nhà hàng,"4,2",(2 N),1 Nguyễn Văn Tráng,"Mình đã gọi món lẩu cho 2 người, ôi thật tuyệt với, có nhiều topping."
Eddie's New York Deli & Diner,·  · Món ăn Mỹ,"4,6",(2 N),73 Pasteur,Chú còn chia sẻ nhiều kiến thức về  nữa.
Nhà Hàng Hương Vị Nhật,· Nhà hàng,"4,6",-64,"Q1, 171/16 Cô Bắc",Có  đơn món hoặc buffet... Mình thích món cơm Gà cà ri ở đây ...
Izakaya Choioinoodle | Nhà Hàng Nhật Quận 1 | Mì Ramen Ngon Trần Hưng Đạo,· Món ăn Nhật Bản,"4,8",-118,25 Trần Hưng Đạo," đơn khá phong phú, các đầu bếp VN nấu đồ Nhật."
Lẩu Bò Tí Chuột - 1,·  · Món lẩu,"3,9","(1,2 N)",3 Đ. Cao Bá Nhạ,"Lẩu bò nước lẩu vừa miệng, nhiều món nhậu."
Ẩm Thực Nhà Bu,· Quán ăn nhỏ,"3,8",-21,91 Nguyễn Thị Minh Khai,
Downtown Food,· Nhà hàng,"4,2",-57,04 Sense Market,
Dookki Vincom Đồng Khởi,·  · Món ăn tự chọn,"4,3","(1,1 N)",72 Lê Thánh Tôn,Điểm cộng nữa là các món ăn kèm như gà chiên và cơm trộn đều rất ngon.
Nhà hàng chay Sesame - Ẩm thực chay,· Đồ chay,"4,8",-87,39 Đ. Tôn Thất Thiệp," đơn chay đa dạng và phong phú, Nhân viên phục vụ dễ thương ."
Ovenmaru Chicken,·  · Món ăn Hàn Quốc,"4,3",-883,187 Điện Biên Phủ,"Các món ăn kèm có củ cải ngâm, kim chi và phần salad nhỏ."
Hủ tiếu Mỹ Tho Thanh Xuân - Hủ Tiếu Quận 1,·  · Quán ăn nhỏ,"4,0",-707,62 Đ. Tôn Thất Thiệp,Nhưng người SG xưa tự tin vào chất lượng món ăn nên thái độ vậy đó.
Dynasty House (CN Đồng Khởi),· Món ăn Trung Quốc,"4,5",-176,2 Đồng Khởi,"Nhân viên nhiệt tình, đồ ăn ngon, giá cao nhưng xứng đáng."
Morico Lê Lợi,·  · Món ăn Nhật Bản,"4,6","(2,7 N)",30 Lê Lợi,"Bánh mochi rất mềm, tan ngay khi vừa cho vào thưởng thức."
KOHAKU RAMEN & UDON - VINCOM ĐỒNG KHỞI,· mì udon,"4,8","(3,1 N)","B3-10C Vincom Đồng Khởi, 72 Lê Thánh Tôn",Trải nghiệm tuyệt vời  đặc trưng của xứ sở mặt trời mọc
Phố Ẩm Thực Nguyễn Thượng Hiền,· Chợ đêm,"3,8",-10,424/96A Đường Nguyễn Thượng Hiền,Con đường  phẩm ăn uống
Dim Tu Tac,·  · Món ăn Quảng Đông,"4,4","(1,4 N)","Saigon Centre, 65 Lê Lợi",5 người ăn ngập mặt 2.3 triệu đã gồm nước uống và vài món bánh quên chụp.
Nhà Hàng Chay Shanti Veggie,· Món chay,"4,6",-277,8 Đ. Lương Hữu Khánh,"Quán ăn ngon, giá cũng tương đối ổn tầm 60k trở lên, vẫn ổn."
Crystal Jade Palace Restaurant,· Nhà hàng,"4,4",-148,"Legend Saigon Hotel, 4A Tôn Đức Thắng","thức ăn ngon, còn nóng khi được đưa ra, tôm tươi."
Lạc Thái Restaurant,·  · Món ăn Thái Lan,"4,3","(1,7 N)",71/2 Mạc Thị Bưởi,Tuy nhiên rau - topping khá đầy đủ nét  Thái Lan.
Bún Đậu Ngõ Nhỏ Phố Nhỏ,· Nhà hàng,"4,0",-568,158 Pasteur,Thức ăn rất ngon.Chuẩn vị Bắc.Nhân viên phục vụ chu đáo và thân thiện.
Cá viên chiên-33 LHK,·  · Nhà hàng,"4,2",-219,33 Đ. Lương Hữu Khánh,"Menu nước uống không đa dạng, nhưng đồ chiên đi kèm coca là tốt rồi."
Saigon Café Restaurant,· Món ăn tự chọn,"4,6",-758,80 Đông Du,"""Chất lượng các thức ăn trung
bình, rượu vang đỏ và trắng cũng thường."""
MORICO,· Món ăn Nhật Bản,"4,6",(1 N),"Vincom Center, 70-72 Lê Thánh Tôn","Vừa có đồ ăn vừa có nhiều bánh, đồ ngọt để thưởng thức."
Nhà hàng Cơm Xưa,·  · Nhà hàng,"3,7",-311,20 Trần Cao Vân,"Cơm ngoan quán đẹp,sạch sẽ  thức ăn ngon"
Bar Refinery,·  · Món ăn Pháp,"4,3","(2,1 N)",74 Hai Bà Trưng, Thức ăn: món mì và bò vừa miệng nhưng món cá thì bình thường quá
Vina Chuối,·  · Nhà hàng bán đồ ăn mang về,"4,2",-145,25 Huỳnh Thúc Kháng,"Thức ăn ngon, nhân viên cực kỳ hiếu khách và thân thiện"
Baozi Hồ Tùng Mậu,·  · Nhà hàng,"4,2",-687,79 Hồ Tùng Mậu,Hqua dầu vẫn chưa gọi là ráo nên tăng lửa đẩy dầu ra khi món ăn vừa tới.
Be An Vegetarian Café,· Đồ chay,"4,8","(1,8 N)","Saigon Garden, 99 Nguyễn Huệ","Các món ăn được chăm chút, tạo ấn tượng tốt cho  khách."
Phố ẩm thực Phan Xích Long,· Nhà hàng,"4,5",-6,5 Đ. Hoa Phượng,Bao gồm hơn 20 gian hàng bán các món ăn vặt của các vùng miền khác nhau.
Nhà Hàng Phố 79 (chi nhánh 1),·  · Nhà hàng,"4,2",-608,120 Sương Nguyệt Anh,Món ăn đc chế biến 1 cách bình thường nhưng giá cả khá là đắt đỏ 😥
Nhà hàng Long Triều,· Món ăn Quảng Đông,"4,3",-64,"22 – 36 Nguyễn Huệ &, 57 – 69F Đồng Khởi","Không gian to, đẹp, sang trọng, phù hợp với nhóm lớn…"
Ngan Dinh Saigon,·  · Món ăn Trung Quốc,"4,3",-696,54 -56 Đồng Khởi,"Với món canh, Lu đã chọn xương vịt nấu cùng canh cải và đậu hũ."
Bánh Bèo Huế O Trinh,·  · Món ăn Việt Nam,"4,3",-215,126 Bùi Thị Xuân,quán có 1 chị vừa làm vừa bưng bê nên đợi hơi lâu tí nhưng đc ăn ngon
Chilli Thai,·  · Món ăn Thái Lan,"4,2","(1,7 N)",93 Lý Tự Trọng,các món thiên về vị cay nên nhưng người không ăn cay được nên cân nhắc.
Bánh ướt thịt nướng Ban Mê,·  · Nhà hàng,"4,0",-377,26 Nam Quốc Cang,"Mình thấy đồ ăn khá ngon, lên cũng nhanh, mình thích nước mắm ngọt."
Mr Mì,·  · Món ăn Việt Nam,"4,4",-144,63 Pasteur,Vừa được ngồi ăn vừa ngắm phố Pasteur nhộn nhịp nữa.
Chợ Bến Thành,· Chợ,"4,0",(75 N),Thành phố Hồ Chí Minh,"... rộng, có nhiều thứ để xem và lựa chọn từ ăn uống đến "
Lẩu cua Đất Mũi,·  · Nhà hàng,"4,1",-608,661 Trần Hưng Đạo,"Đồ ăn tầm 7-8đ, giá khá tốt, nhiều món, đa dạng, dễ ăn"
Quán Chay Chị Củ,·  · Đồ chay,"4,2",-542,"4/7, Trần Đình Xu",Cheap and food variaty option of Viet vegan food.
Tenryu Udon,· mì udon,"4,6",-196,52 Đ. Tôn Thất Thiệp,"Mình thích trứng ngâm tương, quán làm rất ngon."
Nhà hàng Đức Bảo,·  · Món ăn Đức,"4,3","(1,1 N)",36 Đồng Khởi,"Thức ăn ngon, ấn tượng với món trừu nướng thịt mềm tan, khách nên thử."
Hoang Yen Vietnamese Cuisine,·  · Món ăn Việt Nam,"4,3","(1,4 N)",7 Ngô Đức Kế,Chúng tôi gọi nhiều món để thử phong cách  của nhà hàng.
Măng's Mania Vegetarian Restaurant,· Món chay,"4,7",-454,86 Nguyễn Huệ,"Đây là một nơi lý tưởng để tới ăn chay, đồ ăn  sự rât ngon."
Nhà Hàng Món Ngon,· Nhà hàng,"3,7",-13,257A Nguyễn Trãi,
Nhà Hàng Con Voi Vàng,·  · Món ăn Thái Lan,"4,4","(1,1 N)",34 Hai Bà Trưng,Các bạn thích ăn cay có thể xin khay ớt như trong hình để nêm cho dễ.
Nhà Hàng Phượng Hoàng 西贡凤凰饭店,· Nhà hàng Trung Quốc,"3,9",-151,78 Nguyễn Huệ,Một nơi tuyệt vời để thưởng thức hương vị  Việt Nam.
Xẻng - Mồi & Bia,·  · Nhà hàng,"4,4",-922,22 Nguyễn Đình Chiểu,Một địa điểm tuyệt vời để thưởng thức  Việt Nam.
Bornga Ly Tu Trong,·  · Món thịt nướng Triều Tiên,"4,2","(1,3 N)",45 Lý Tự Trọng,Quán có đầy đủ các món theo  Hàn Quốc.
Vincom Center Đồng Khởi,· Trung tâm mua sắm,"4,4",(12 N),72 Lê Thánh Tôn,"Khu  lớn, đẹp, thức ăn ngon"
Bornga Ly Tu Trong,·  · Món thịt nướng Triều Tiên,"4,2","(1,3 N)",45 Lý Tự Trọng,Quán có đầy đủ các món theo  Hàn Quốc.
Nhà hàng hải sản & lẩu Yeebo (Quận 1) - Yeebo Seafood and Hotpot Restaurant (District 1),·  · Món ăn Châu Á,"4,2",-638,1 Lê Thánh Tôn,"Thức ăn ngon, phục vụ lịch sự, tận tình, chu đáo;"
Nhà hàng The Canvas,· Nhà hàng,"4,8",-750,"LOTTE HOTEL SAIGON, 2A - 4A Tôn Đức Thắng","Menu thức uống đơn giản nhưng vị ngon, real."
Gyu Shige - Ngưu Phồn - Đông Du,· Món nướng Yakiniku,"4,5",-840,48-50 Đông Du,"Thức ăn ngon ướp vừa vị, nhân viên nhiệt tình lắm ạ"
Kichi Kichi Vincom Đồng Khởi,·  · Món lẩu,"4,4","(1,1 N)","Vincom Center, 70-72 Lê Thánh Tôn","""Nhân viên nhiệt tình, dễ thương
Lẩu vừa ăn , thức ăn trên chuyền đa dạng"""
Quán Ăn Mê Kông,· Nhà hàng cơm,"3,7",-279,136 Sương Nguyệt Anh,Khá hào hứng đón chờ để đợi ăn tuy nhiên trải nghiệm không như mong đợi.
Quán Chay Nhà Tôi Vegan,·  · Món chay,"4,3",-472,124 Nguyễn Văn Thủ,"""Mì cay chay
có vẻ phù hợp với người thích ăn đồ chua hơn."""
Thế Giới Cà Phê Trung Nguyên Legend,·  · Quán cà phê,"4,7","(3,5 N)",80 Đồng Khởi,"Thức uống ngon, một số món có tặng kèm viên kẹo kéo ăn cũng ok."
"Ẩm Thực Cơm Chay, Mì Chay Healthy - Chay Express - 18 Đinh Tiên Hoàng Quận 1",·  · Đồ chay,"5,0",-11,18 Đinh Tiên Hoàng,Những ngày ăn chay thì Chay Express là lựa chọn ổn áp.
San Fu Lou Dimsum & Noodle Bar Vincom Đồng Khởi,·  · Món ăn Quảng Đông,"4,7",-965,"Tầng B3, Lô 28A - 28B, TTTM Vincom, 72 Lê Thánh Tôn","""Đánh giá nhà hàng
 sự là một trải nghiệm  đáng nhớ."""
Basta Hiro - Vincom Center Đồng Khởi,·  · Nhà hàng,"4,3",-496,"Vincom B, 72 Lê Thánh Tôn",Mình cũng thích món pasta nghêu nhưng bạn mình thì chê nhạt.
HOANG TY RESTAURANT,· Món ăn Việt Nam,"4,2",-189,38 Mạc Đĩnh Chi,"Thức ăn nêm vừa vị, rau sống và rau rừng tươi ngon, nước chấm đậm vị."
Nhà hàng Ấn Độ Tandoor,·  · Món ăn Ấn Ðộ,"4,3","(2,7 N)","39A-39B, Ngo Duc Ke Street, ward",Mình ăn cũng từ đầu tháng mà tới cuối tháng coi hình mới nhớ để đánh giá.
Wrap&Roll Vincom Đồng Khởi,·  · Món ăn Việt Nam,"4,7","(3,1 N)","Vincom Center, 72 Lê Thánh Tôn","Nhân viên thân thiện nhiệt tình, đồ ăn ngon vừa miệng."
La Phong Sushi House,· Sushi,"4,4",-400,9 Trần Cao Vân,"Cách trang trí của quán khá Nhật, là nơi lý tưởng để tiếp khách"
BB Restaurant | Nhà Hàng Quận 1 | Đặt tiệc Quận 1,· Nhà hàng,"4,9",-71,127 Nguyễn Thái Bình,Rất phù hợp cho những ai tìm kiếm sự thư giãn trong môi trường cao cấp
The Monkey Gallery DINING,· Món ăn sang trọng,"4,5",-488,"3rd Floor, 91 Mạc Thị Bưởi",2 người ăn chọn  đơn ++  mà chưa no.
Cháo Lòng Bà Út,·  · Quán ăn nhỏ,"1,9",-124,193 Cô Giang,Giá cao nhưng cháo cũng bình thường thôi.
Quán ăn gia đình 79,·  · Quán ăn nhỏ,"4,5",-406,44 Đề Thám,"Thức ăn lên nhanh, chế biến hợp khẩu vị, có chỗ đậu oto xe máy"
Dahi Handi Indian Restaurant,·  · Món ăn Ấn Ðộ,"4,8","(2,7 N)",23 Đông Du,Mình từng ăn nhiều quán nhưng đồ ăn ở đây  sự ngon và vừa khẩu vị.
Quán Mì Quảng Mỹ Sơn,·  · Quán mì,"3,8",-597,38B Đinh Tiên Hoàng,"Rau sạch, quán sạch, phục vụ tốt, ăn ngon miệng, giá quận Nhất"
Quán ăn ngon,· Nhà hàng,"1,0",-1,58-56 Phan Bội Châu,
Bún Quậy KIẾN - XÂY Quận 1,·  · Nhà hàng,"4,1",-770,12 Nguyễn Thị Minh Khai,"Mệt nhất xay ớt, quán có thể xay sẵn 1 ít đc ko 😂😂"
Ẩm thực chay Mãn Tự,·  · Đồ chay,"5,0",-6,"Chung cư, Tôn Thất Đạm",49k/người bạn không tin đúng không?
Bún Bò Xưa,·  · Quán mì,"3,8",-465,148bis Lê Thị Riêng,"bún bò làm sạch sẽ , khẩu vị ok , vừa ăn , giá hợp lý"
Burger King - Phạm Ngũ Lão,·  · Món ăn nhanh,"3,6","(1,3 N)",223-225 Phạm Ngũ Lão,Mấy bên khác mình ăn thì khoai dễ mềm lắm còn khoai chiên ở đây lại ngon.
Hủ Tiếu Nồi Đất - Nguyễn Cảnh Chân,·  · Nhà hàng,"4,3",-114,"TK, 5 Nguyễn Cảnh Chân","Thức ăn khá được, giá cả cũng được."
GoGi House Vincom Đồng Khởi,·  · Món thịt nướng Triều Tiên,"4,1",-500,70-72 Lê Thánh Tôn,"Thức ăn ngon, nhân viên nhiệt tình, thân thiện."
Som Tum Thai - Saigon Centre,· Món ăn Thái Lan,"3,9",-960,"Saigon Centre, 65 Lê Lợi",Quán ăn Thái này mang đến một trải nghiệm  khá thú vị.
Hhehe,· Món lẩu,,,Thành phố Hồ Chí Minh,
Bier Garden,·  · Nhà hàng quán rượu dành cho người sành ăn,"4,0",-439,125 Đồng Khởi,"bò ăn rất okie, bia đa dạng, nhân viên rất nhiệt tình."
Lẩu Bò 12ab - Lẩu Bò Máy Lạnh - Lương Hữu Khánh,· Món lẩu,"4,3",-106,12ab Đ. Lương Hữu Khánh,Giá cả tạm ổn nhưng chưa  sự tương xứng với số lượng món.
Nhà hàng Pasha,·  · Món ăn Thổ Nhĩ Kỳ,"4,2",-745,25 Đông Du,"Thức ăn: khá là ngon, trình bày chỉnh chu, cũng khá đa dạng về món."
Phố Ngon 37 Saigon Centre,· Nhà hàng,"3,9",-185,65 Lê Lợi,Quá xuất sắc Chắc chắn sẽ quay lại để thưởng thức thêm nhiều món khác.
Halal@Saigon Restaurant,·  · Món ăn của người theo Đạo hồi,"4,2",-666,31 Đông Du,"Trang trí phong cách trung đông, tuy nhỏ nhưng rất ấm cúng."
Quán Ngọc,·  · Phở,"4,5",-616,30E Hồ Hảo Hớn,Khách cũ các cô còn nhớ khẩu  vị yêu thích của  khách.
Crystal Jade Saigon Center,· Món ăn Quảng Đông,"4,1",-512,"L5, TTTM Saigon Centre, 65 Lê Lợi","Khong gian thì thoán, thức ăn vừa miệng, nhân viên phục vụ chu đáo"
Phố ẩm thực Hà Tôn Quyền,· Món ăn Trung Quốc,"3,3",-15,205A Hà Tôn Quyền,"Quán thiên thiên ngon, 90k/món"
Bánh tráng trộn chú Viên,·  · Quán ăn nhỏ,"4,1",-666,38 Đường Nguyễn Thượng Hiền,Ngon đỉnh lun ạ 1 vali hành lí về Hà Nội của tui là toàn bánh tráng 🥹🥹
B3 Steakhouse & Craft Beer,·  · Bít tết,"4,5","(2,2 N)",68 Nguyễn Huệ,Menu có nhiều loại thức uống và bia thủ công.
Layla - Eatery & Bar,·  · Quán bar,"4,8",(5 N),"Second floor, 63 Đông Du",Nhân viên nhớ được sở thích khách hàng cũ nên lần sau đến gọi món rất dễ
Quán cơm Bento Dino - Bùi thị Xuân,· Dành cho gia đình,"3,3",-3,134/3/1 Bùi Thị Xuân,"Ngonn, giá rẻ, cô chú dth"
Quán Đo Đo,·  · Món ăn Việt Nam,"4,1",-988,10/14 Đ. Lương Hữu Khánh, đơn khá phong phú nhưng hơi bị nhiều dầu.
VIP98 LUXURY RESTAURANT,· Phòng tiệc,"4,2",-534,98 Nguyễn Huệ,Tất cả: Không gian - món ăn - Phục vụ - Âm nhạc đều tuyệt
cơm văn phòng quận 1,· Nhà cung cấp thực phẩm,"3,2",-11,4 Nguyễn Văn Tráng,
Súp Bào Ngư Vi Cá Ông Sủi,· Nhà hàng,"3,1",-45,5 Nguyễn Thiệp,"Đồ ăn ở đây đậm đà, không quá mặn, đa dạng món ăn và thức uống."
Nhân Sushi-Bito,·  · Sushi,"4,3",-349,62 Ngô Đức Kế,Chủ quán cực kỳ am hiểu  Nhật – tinh tế đến từng chi tiết nhỏ.
Bún Bò Huế 31,·  · Quán mì,"4,0",-204,31 Mạc Đĩnh Chi,"1 tô bún bò đầy đủ hình như gia 55k, rẻ so với khu vực này."
Shun Yi - Ẩm thực thố đá Quảng Đông,· Nhà hàng,"4,0",-101,65 Lê Lợi,Mình thấy đồ ăn cũng ổn nhưng ko có gì quá đặc biệt.
Buffet Oscar Sài Gòn,· Món ăn tự chọn,"3,5",-23,68A Nguyễn Huệ,"""Các món ăn hải sản đa dạng, tươi ngon
Good 10đ"""
GoGi House,·  · Món thịt nướng Triều Tiên,"3,9",-481,99 Nguyễn Huệ,💸 Mình chắc chắn sẽ quay lại để thưởng thức thêm các món ngon khác!
Cháo Lòng 153 NTNK,·  · Nhà hàng cháo,"4,1",-311,153/6 Nguyễn Thị Minh Khai,"Mình thấy đồ ăn ổn, không xuất sắc như trên mạng nói nhưng cũng đáng thử."
Bánh Canh Cua Dì Năm,·  · Quán ăn nhỏ,"4,4",-57,198 Bùi Viện,"""Bánh canh vừa ăn
Giá tương đối cao
Cô chủ nhiệt tình vui vẻ"""
